CallVolume,CallOpenInt,Strike,PutVolume,PutOpenInt
0,369,4350,0,2416
0,72,4355,0,1233
0,59,4360,0,265
0,44,4365,0,402
0,60,4370,0,310
0,218,4375,0,1511
0,100,4380,0,1197
0,34,4385,0,344
0,61,4390,0,466
0,80,4395,0,361
0,1090,4400,0,4299
0,80,4405,0,216
0,123,4410,0,427
0,57,4415,0,159
0,100,4420,0,309
0,375,4425,0,1780
0,333,4430,0,318
0,125,4435,0,334
0,168,4440,0,965
0,238,4445,0,299
0,2523,4450,0,2936
0,216,4455,0,236
0,314,4460,0,409
0,142,4465,0,380
0,183,4470,0,463
0,1204,4475,0,806
0,355,4480,0,1073
0,317,4485,0,308
0,398,4490,0,616
0,277,4495,0,883
0,3687,4500,0,2094
0,270,4505,0,355
